parnme,mu_star,mu,sigma,mu_star_conf
mk_rest_l2,4.678806488677161,-4.580969551517189,6.665832550134142,3.1216182177925447
mr_rest,3.336189594480152,3.016798345077431,4.290461705653909,2.0558352983051056
mr_upland,0.7605993126172707,0.531582977228244,1.0720510365519167,0.45661332491047135
mfgw,0.5810863770601403,-0.5737827784041606,1.529402561974271,0.776421746813031
mk_rest_l1,0.46090803219549636,-0.4547147863836116,0.653185117186568,0.3031290160369238
mk_upland_l2,0.28969527989374816,0.288106502831048,0.3798989741593258,0.17284288644363963
mk_ring_l2,0.07235955786203443,-0.07056738092008186,0.10958189364924796,0.05319563149824007
mk_upland_l1,0.026868178379562395,0.026059408935097547,0.031373205612584956,0.01491668250940485
mk_ring_l1,0.0061326165442759355,-0.004822961929996058,0.010504641789523905,0.005278513524169101
